Wed May 26 09:33:40 2021    output.dat

         28906884 function calls (28887370 primitive calls) in 15.024 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      159    0.001    0.000    0.004    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\ma\core.py:2813(__new__)
        5    0.001    0.000    0.040    0.008 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\model.py:537(from_dict)
        3    0.001    0.000    0.006    0.002 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\util.py:1119(from_bytes)
      274    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\linalg\linalg.py:135(_commonType)
      102    0.001    0.000    0.014    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\interpolate\interpolate.py:670(_evaluate)
      239    0.001    0.000    0.005    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\ma\core.py:3807(compressed)
     1366    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\configparser.py:1139(_unify_values)
     4809    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     1527    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:85(like_email)
        1    0.001    0.001    0.001    0.001 {built-in method _imp.create_dynamic}
     3163    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:164(__getitem__)
     3141    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\util.py:98(is_numpy_array)
     6910    0.001    0.000    0.001    0.000 {method 'isalpha' of 'str' objects}
        4    0.001    0.000    0.004    0.001 {method 'update' of 'collections.OrderedDict' objects}
     2126    0.001    0.000    0.006    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\_methods.py:53(_any)
      196    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\configparser.py:1240(__init__)
   110/99    0.001    0.000    0.025    0.000 <frozen importlib._bootstrap>:986(_find_and_load)
      870    0.001    0.000    0.004    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\pose_format\utils\reader.py:62(unpack_str)
     1527    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:178(is_stop)
   598/39    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:174(getwidth)
      253    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\functools.py:34(update_wrapper)
     1366    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\collections\__init__.py:892(__getitem__)
      204    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\_methods.py:90(_clip_dep_is_scalar_nan)
  377/262    0.001    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\copy.py:226(_deepcopy_dict)
     3474    0.001    0.000    0.001    0.000 {built-in method unicodedata.category}
    150/3    0.001    0.000    0.002    0.001 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\config.py:247(replace_section_refs)
     1527    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:77(is_currency)
     4348    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\srsly\msgpack\_msgpack_numpy.py:65(decode_numpy)
      355    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FFC8513B810}
      102    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\_methods.py:105(_clip_dep_invoke_with_casting)
      274    0.001    0.000    0.003    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\numeric.py:75(zeros_like)
      183    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\model.py:66(__init__)
      142    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:91(_path_join)
       24    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\ma\core.py:1152(__call__)
     3519    0.001    0.000    0.001    0.000 {method 'add' of 'preshed.bloom.BloomFilter' objects}
        1    0.001    0.001    0.004    0.004 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\util.py:1027(update_exc)
      890    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\numerictypes.py:285(issubclass_)
     4329    0.001    0.000    0.001    0.000 {spacy.strings.get_string_id}
      102    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\interpolate\interpolate.py:685(_check_bounds)
      445    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\numerictypes.py:359(issubdtype)
      744    0.001    0.000    0.035    0.000 spacy\tokenizer.pyx:384(_tokenize)
     6648    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
     8472    0.001    0.000    0.001    0.000 spacy\tokenizer.pyx:93(__get__)
      137    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\_dtype.py:321(_name_get)
      147    0.001    0.000    0.003    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\shape_base.py:358(stack)
        2    0.001    0.000    0.001    0.000 {srsly.msgpack._unpacker.unpack}
      766    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lookups.py:121(__contains__)
     3690    0.001    0.000    0.001    0.000 spacy\tokens\doc.pyx:428(genexpr)
     7904    0.001    0.000    0.001    0.000 spacy\tokenizer.pyx:103(__get__)
     71/6    0.001    0.000    0.040    0.007 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:435(_parse_sub)
      717    0.001    0.000    0.004    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:52(_wrapfunc)
     4837    0.001    0.000    0.001    0.000 {method 'isdigit' of 'str' objects}
     1527    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:58(is_quote)
      772    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\enum.py:313(__call__)
     2574    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\util.py:1039(<genexpr>)
      412    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\getlimits.py:382(__new__)
     1086    0.001    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
      408    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      274    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\linalg\lapack.py:1017(_check_work_float)
     5112    0.001    0.000    0.001    0.000 {method 'isupper' of 'str' objects}
      874    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\typing.py:771(__subclasscheck__)
      336    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\config.py:59(interpolate)
      870    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\pose_format\utils\reader.py:28(unpack_f)
     1872    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:1926(shape)
     1489    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
       15    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
  603/504    0.001    0.000    0.002    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\config.py:262(_interpret_value)
     1527    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:154(is_alpha)
     2604    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\pose_format\utils\reader.py:59(advance)
     1527    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:53(is_bracket)
     5118    0.001    0.000    0.001    0.000 {built-in method builtins.id}
     1527    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:65(is_left_punct)
      501    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\model.py:352(walk)
     1527    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:150(suffix)
     2176    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      137    0.001    0.000    0.009    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\ndimage\filters.py:138(convolve1d)
        3    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\configparser.py:1115(_join_multiline_values)
     6304    0.001    0.000    0.001    0.000 spacy\tokenizer.pyx:113(__get__)
      137    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\linalg\blas.py:382(getter)
        4    0.001    0.000    0.007    0.002 spacy\pipeline\trainable_pipe.pyx:40(__call__)
        1    0.001    0.001    0.005    0.005 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\en\tokenizer_exceptions.py:1(<module>)
      548    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\linalg\linalg.py:107(_makearray)
     1848    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\_internal.py:869(__init__)
       52    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\types.py:434(__get_validators__)
      744    0.001    0.000    0.001    0.000 spacy\tokenizer.pyx:503(_save_cached)
      343    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:493(unwrap)
      207    0.001    0.000    0.005    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\pipeline\attributeruler.py:183(add)
     1638    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\typing.py:1271(get_origin)
      432    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\configparser.py:670(options)
      318    0.001    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\_ufunc_config.py:32(seterr)
     3957    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      204    0.000    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:39(_wrapit)
      806    0.000    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\util.py:1061(_fix_token)
     1527    0.000    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:162(is_lower)
      343    0.000    0.000    0.003    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 spacy\tokenizer.pyx:227(_flush_specials)
     1527    0.000    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:158(is_digit)
      504    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\configparser.py:1252(__getitem__)
      137    0.000    0.000    0.059    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\signal\_savitzky_golay.py:210(_fit_edges_polyfit)
     1366    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\collections\__init__.py:882(__init__)
      570    0.000    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\config.py:276(_get_section_ref)
     1527    0.000    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:166(is_space)
     1527    0.000    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:174(is_upper)
      204    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       60    0.000    0.000    0.001    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\thinc\config.py:911(_update_from_parsed)
      435    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       36    0.000    0.000    0.077    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\re.py:289(_compile)
     1527    0.000    0.000    0.000    0.000 C:\Users\User\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\spacy\lang\lex_attrs.py:72(is_right_punct)
